switch_id,timestamp,power_consumption
B_10,2025-04-18 02:06:21,0.0
ac_01,2025-04-18 02:36:21,296.22
ac_02,2025-04-18 02:36:21,240.3
ac_03,2025-04-18 02:36:21,501.97
ac_04,2025-04-18 02:36:21,0.0
mw_01,2025-04-18 02:36:21,0.0
rf_01,2025-04-18 02:36:21,52.84
dw_01,2025-04-18 02:36:21,0.0
sp_01,2025-04-18 02:36:21,0.0
sp_02,2025-04-18 02:36:21,0.0
sp_03,2025-04-18 02:36:21,0.0
sp_04,2025-04-18 02:36:21,0.0
sp_05,2025-04-18 02:36:21,0.0
sp_06,2025-04-18 02:36:21,0.0
sp_07,2025-04-18 02:36:21,0.0
wm_01,2025-04-18 02:36:21,0.0
tv_01,2025-04-18 02:36:21,0.0
B_01,2025-04-18 02:36:21,0.0
B_02,2025-04-18 02:36:21,0.0
B_03,2025-04-18 02:36:21,50.6
B_04,2025-04-18 02:36:21,44.02
B_05,2025-04-18 02:36:21,63.86
B_06,2025-04-18 02:36:21,78.48
B_07,2025-04-18 02:36:21,68.68
B_08,2025-04-18 02:36:21,0.0
B_09,2025-04-18 02:36:21,0.0
B_10,2025-04-18 02:36:21,0.0
ac_01,2025-04-18 03:06:21,314.64
ac_02,2025-04-18 03:06:21,210.98
ac_03,2025-04-18 03:06:21,461.32
ac_04,2025-04-18 03:06:21,0.0
mw_01,2025-04-18 03:06:21,0.0
rf_01,2025-04-18 03:06:21,47.74
dw_01,2025-04-18 03:06:21,0.0
sp_01,2025-04-18 03:06:21,270.71
sp_02,2025-04-18 03:06:21,0.0
sp_03,2025-04-18 03:06:21,0.0
sp_04,2025-04-18 03:06:21,0.0
sp_05,2025-04-18 03:06:21,0.0
sp_06,2025-04-18 03:06:21,0.0
sp_07,2025-04-18 03:06:21,0.0
wm_01,2025-04-18 03:06:21,0.0
tv_01,2025-04-18 03:06:21,0.0
B_01,2025-04-18 03:06:21,0.0
B_02,2025-04-18 03:06:21,0.0
B_03,2025-04-18 03:06:21,39.93
B_04,2025-04-18 03:06:21,69.39
B_05,2025-04-18 03:06:21,43.41
B_06,2025-04-18 03:06:21,75.64
B_07,2025-04-18 03:06:21,45.4
B_08,2025-04-18 03:06:21,0.0
B_09,2025-04-18 03:06:21,0.0
B_10,2025-04-18 03:06:21,0.0
ac_01,2025-04-18 03:36:21,296.64
ac_02,2025-04-18 03:36:21,289.03
ac_03,2025-04-18 03:36:21,492.66
ac_04,2025-04-18 03:36:21,0.0
mw_01,2025-04-18 03:36:21,0.0
rf_01,2025-04-18 03:36:21,56.26
dw_01,2025-04-18 03:36:21,0.0
sp_01,2025-04-18 03:36:21,0.0
sp_02,2025-04-18 03:36:21,0.0
sp_03,2025-04-18 03:36:21,0.0
sp_04,2025-04-18 03:36:21,0.0
sp_05,2025-04-18 03:36:21,0.0
sp_06,2025-04-18 03:36:21,0.0
sp_07,2025-04-18 03:36:21,0.0
wm_01,2025-04-18 03:36:21,0.0
tv_01,2025-04-18 03:36:21,0.0
B_01,2025-04-18 03:36:21,0.0
B_02,2025-04-18 03:36:21,0.0
B_03,2025-04-18 03:36:21,67.98
B_04,2025-04-18 03:36:21,31.59
B_05,2025-04-18 03:36:21,23.44
B_06,2025-04-18 03:36:21,75.79
B_07,2025-04-18 03:36:21,55.17
B_08,2025-04-18 03:36:21,0.0
B_09,2025-04-18 03:36:21,0.0
B_10,2025-04-18 03:36:21,0.0
ac_01,2025-04-18 04:06:21,0.0
ac_02,2025-04-18 04:06:21,0.0
ac_03,2025-04-18 04:06:21,328.06
ac_04,2025-04-18 04:06:21,0.0
mw_01,2025-04-18 04:06:21,0.0
rf_01,2025-04-18 04:06:21,40.61
dw_01,2025-04-18 04:06:21,0.0
sp_01,2025-04-18 04:06:21,0.0
sp_02,2025-04-18 04:06:21,0.0
sp_03,2025-04-18 04:06:21,0.0
sp_04,2025-04-18 04:06:21,0.0
sp_05,2025-04-18 04:06:21,0.0
sp_06,2025-04-18 04:06:21,0.0
sp_07,2025-04-18 04:06:21,0.0
wm_01,2025-04-18 04:06:21,0.0
tv_01,2025-04-18 04:06:21,0.0
B_01,2025-04-18 04:06:21,0.0
B_02,2025-04-18 04:06:21,0.0
B_03,2025-04-18 04:06:21,68.69
B_04,2025-04-18 04:06:21,62.01
B_05,2025-04-18 04:06:21,31.21
B_06,2025-04-18 04:06:21,45.62
B_07,2025-04-18 04:06:21,40.31
B_08,2025-04-18 04:06:21,0.0
B_09,2025-04-18 04:06:21,0.0
B_10,2025-04-18 04:06:21,0.0
ac_01,2025-04-18 04:36:21,0.0
ac_02,2025-04-18 04:36:21,232.77
ac_03,2025-04-18 04:36:21,489.62
ac_04,2025-04-18 04:36:21,0.0
mw_01,2025-04-18 04:36:21,0.0
rf_01,2025-04-18 04:36:21,57.23
dw_01,2025-04-18 04:36:21,0.0
sp_01,2025-04-18 04:36:21,260.33
sp_02,2025-04-18 04:36:21,0.0
sp_03,2025-04-18 04:36:21,0.0
sp_04,2025-04-18 04:36:21,0.0
sp_05,2025-04-18 04:36:21,0.0
sp_06,2025-04-18 04:36:21,0.0
sp_07,2025-04-18 04:36:21,0.0
wm_01,2025-04-18 04:36:21,0.0
tv_01,2025-04-18 04:36:21,0.0
B_01,2025-04-18 04:36:21,0.0
B_02,2025-04-18 04:36:21,0.0
B_03,2025-04-18 04:36:21,33.38
B_04,2025-04-18 04:36:21,44.86
B_05,2025-04-18 04:36:21,32.41
B_06,2025-04-18 04:36:21,78.71
B_07,2025-04-18 04:36:21,78.04
B_08,2025-04-18 04:36:21,0.0
B_09,2025-04-18 04:36:21,0.0
B_10,2025-04-18 04:36:21,0.0
ac_01,2025-04-18 05:06:21,216.26
ac_02,2025-04-18 05:06:21,295.09
ac_03,2025-04-18 05:06:21,492.52
ac_04,2025-04-18 05:06:21,0.0
mw_01,2025-04-18 05:06:21,0.0
rf_01,2025-04-18 05:06:21,54.77
dw_01,2025-04-18 05:06:21,0.0
sp_01,2025-04-18 05:06:21,197.67
sp_02,2025-04-18 05:06:21,262.77
sp_03,2025-04-18 05:06:21,0.0
sp_04,2025-04-18 05:06:21,0.0
sp_05,2025-04-18 05:06:21,0.0
sp_06,2025-04-18 05:06:21,0.0
sp_07,2025-04-18 05:06:21,0.0
wm_01,2025-04-18 05:06:21,0.0
tv_01,2025-04-18 05:06:21,0.0
B_01,2025-04-18 05:06:21,0.0
B_02,2025-04-18 05:06:21,0.0
B_03,2025-04-18 05:06:21,72.27
B_04,2025-04-18 05:06:21,46.84
B_05,2025-04-18 05:06:21,62.47
B_06,2025-04-18 05:06:21,27.58
B_07,2025-04-18 05:06:21,59.73
B_08,2025-04-18 05:06:21,0.0
B_09,2025-04-18 05:06:21,0.0
B_10,2025-04-18 05:06:21,0.0
ac_01,2025-04-18 05:36:21,217.38
ac_02,2025-04-18 05:36:21,210.82
ac_03,2025-04-18 05:36:21,379.65
ac_04,2025-04-18 05:36:21,0.0
mw_01,2025-04-18 05:36:21,0.0
rf_01,2025-04-18 05:36:21,43.91
dw_01,2025-04-18 05:36:21,0.0
sp_01,2025-04-18 05:36:21,0.0
sp_02,2025-04-18 05:36:21,0.0
sp_03,2025-04-18 05:36:21,0.0
sp_04,2025-04-18 05:36:21,0.0
sp_05,2025-04-18 05:36:21,0.0
sp_06,2025-04-18 05:36:21,0.0
sp_07,2025-04-18 05:36:21,0.0
wm_01,2025-04-18 05:36:21,0.0
tv_01,2025-04-18 05:36:21,0.0
B_01,2025-04-18 05:36:21,0.0
B_02,2025-04-18 05:36:21,0.0
B_03,2025-04-18 05:36:21,79.9
B_04,2025-04-18 05:36:21,58.82
B_05,2025-04-18 05:36:21,42.12
B_06,2025-04-18 05:36:21,41.25
B_07,2025-04-18 05:36:21,42.71
B_08,2025-04-18 05:36:21,0.0
B_09,2025-04-18 05:36:21,0.0
B_10,2025-04-18 05:36:21,0.0
ac_01,2025-04-18 06:06:21,0.0
ac_02,2025-04-18 06:06:21,294.19
ac_03,2025-04-18 06:06:21,512.23
ac_04,2025-04-18 06:06:21,308.52
mw_01,2025-04-18 06:06:21,0.0
rf_01,2025-04-18 06:06:21,50.53
dw_01,2025-04-18 06:06:21,0.0
sp_01,2025-04-18 06:06:21,0.0
sp_02,2025-04-18 06:06:21,0.0
sp_03,2025-04-18 06:06:21,0.0
sp_04,2025-04-18 06:06:21,0.0
sp_05,2025-04-18 06:06:21,0.0
sp_06,2025-04-18 06:06:21,0.0
sp_07,2025-04-18 06:06:21,101.22
wm_01,2025-04-18 06:06:21,0.0
tv_01,2025-04-18 06:06:21,0.0
B_01,2025-04-18 06:06:21,0.0
B_02,2025-04-18 06:06:21,0.0
B_03,2025-04-18 06:06:21,78.07
B_04,2025-04-18 06:06:21,57.49
B_05,2025-04-18 06:06:21,24.53
B_06,2025-04-18 06:06:21,77.54
B_07,2025-04-18 06:06:21,64.55
B_08,2025-04-18 06:06:21,0.0
B_09,2025-04-18 06:06:21,0.0
B_10,2025-04-18 06:06:21,0.0
ac_01,2025-04-18 06:36:21,0.0
ac_02,2025-04-18 06:36:21,323.78
ac_03,2025-04-18 06:36:21,542.0
ac_04,2025-04-18 06:36:21,268.13
mw_01,2025-04-18 06:36:21,0.0
rf_01,2025-04-18 06:36:21,66.65
dw_01,2025-04-18 06:36:21,0.0
sp_01,2025-04-18 06:36:21,0.0
sp_02,2025-04-18 06:36:21,126.98
sp_03,2025-04-18 06:36:21,0.0
sp_04,2025-04-18 06:36:21,0.0
sp_05,2025-04-18 06:36:21,0.0
sp_06,2025-04-18 06:36:21,0.0
sp_07,2025-04-18 06:36:21,0.0
wm_01,2025-04-18 06:36:21,0.0
tv_01,2025-04-18 06:36:21,0.0
B_01,2025-04-18 06:36:21,0.0
B_02,2025-04-18 06:36:21,0.0
B_03,2025-04-18 06:36:21,20.09
B_04,2025-04-18 06:36:21,68.64
B_05,2025-04-18 06:36:21,57.65
B_06,2025-04-18 06:36:21,57.76
B_07,2025-04-18 06:36:21,56.78
B_08,2025-04-18 06:36:21,0.0
B_09,2025-04-18 06:36:21,0.0
B_10,2025-04-18 06:36:21,0.0
ac_01,2025-04-18 07:06:21,0.0
ac_02,2025-04-18 07:06:21,0.0
ac_03,2025-04-18 07:06:21,434.42
ac_04,2025-04-18 07:06:21,314.88
mw_01,2025-04-18 07:06:21,800.73
rf_01,2025-04-18 07:06:21,48.46
dw_01,2025-04-18 07:06:21,0.0
sp_01,2025-04-18 07:06:21,0.0
sp_02,2025-04-18 07:06:21,0.0
sp_03,2025-04-18 07:06:21,0.0
sp_04,2025-04-18 07:06:21,0.0
sp_05,2025-04-18 07:06:21,259.32
sp_06,2025-04-18 07:06:21,0.0
sp_07,2025-04-18 07:06:21,0.0
wm_01,2025-04-18 07:06:21,0.0
tv_01,2025-04-18 07:06:21,0.0
B_01,2025-04-18 07:06:21,0.0
B_02,2025-04-18 07:06:21,0.0
B_03,2025-04-18 07:06:21,0.0
B_04,2025-04-18 07:06:21,0.0
B_05,2025-04-18 07:06:21,0.0
B_06,2025-04-18 07:06:21,0.0
B_07,2025-04-18 07:06:21,0.0
B_08,2025-04-18 07:06:21,0.0
B_09,2025-04-18 07:06:21,0.0
B_10,2025-04-18 07:06:21,0.0
ac_01,2025-04-18 07:36:21,0.0
ac_02,2025-04-18 07:36:21,0.0
ac_03,2025-04-18 07:36:21,549.75
ac_04,2025-04-18 07:36:21,301.94
mw_01,2025-04-18 07:36:21,877.11
rf_01,2025-04-18 07:36:21,59.88
dw_01,2025-04-18 07:36:21,0.0
sp_01,2025-04-18 07:36:21,0.0
sp_02,2025-04-18 07:36:21,0.0
sp_03,2025-04-18 07:36:21,0.0
sp_04,2025-04-18 07:36:21,86.29
sp_05,2025-04-18 07:36:21,0.0
sp_06,2025-04-18 07:36:21,0.0
sp_07,2025-04-18 07:36:21,0.0
wm_01,2025-04-18 07:36:21,0.0
tv_01,2025-04-18 07:36:21,0.0
B_01,2025-04-18 07:36:21,0.0
B_02,2025-04-18 07:36:21,0.0
B_03,2025-04-18 07:36:21,0.0
B_04,2025-04-18 07:36:21,0.0
B_05,2025-04-18 07:36:21,0.0
B_06,2025-04-18 07:36:21,0.0
B_07,2025-04-18 07:36:21,0.0
B_08,2025-04-18 07:36:21,0.0
B_09,2025-04-18 07:36:21,0.0
B_10,2025-04-18 07:36:21,0.0
ac_01,2025-04-18 08:06:21,0.0
ac_02,2025-04-18 08:06:21,173.7
ac_03,2025-04-18 08:06:21,445.55
ac_04,2025-04-18 08:06:21,257.85
mw_01,2025-04-18 08:06:21,0.0
rf_01,2025-04-18 08:06:21,69.01
dw_01,2025-04-18 08:06:21,0.0
sp_01,2025-04-18 08:06:21,0.0
sp_02,2025-04-18 08:06:21,0.0
sp_03,2025-04-18 08:06:21,0.0
sp_04,2025-04-18 08:06:21,0.0
sp_05,2025-04-18 08:06:21,0.0
sp_06,2025-04-18 08:06:21,0.0
sp_07,2025-04-18 08:06:21,143.87
wm_01,2025-04-18 08:06:21,0.0
tv_01,2025-04-18 08:06:21,0.0
B_01,2025-04-18 08:06:21,0.0
B_02,2025-04-18 08:06:21,0.0
B_03,2025-04-18 08:06:21,0.0
B_04,2025-04-18 08:06:21,0.0
B_05,2025-04-18 08:06:21,0.0
B_06,2025-04-18 08:06:21,0.0
B_07,2025-04-18 08:06:21,0.0
B_08,2025-04-18 08:06:21,0.0
B_09,2025-04-18 08:06:21,0.0
B_10,2025-04-18 08:06:21,0.0
ac_01,2025-04-18 08:36:21,0.0
ac_02,2025-04-18 08:36:21,0.0
ac_03,2025-04-18 08:36:21,439.78
ac_04,2025-04-18 08:36:21,311.06
mw_01,2025-04-18 08:36:21,0.0
rf_01,2025-04-18 08:36:21,74.75
dw_01,2025-04-18 08:36:21,0.0
sp_01,2025-04-18 08:36:21,0.0
sp_02,2025-04-18 08:36:21,0.0
sp_03,2025-04-18 08:36:21,0.0
sp_04,2025-04-18 08:36:21,0.0
sp_05,2025-04-18 08:36:21,0.0
sp_06,2025-04-18 08:36:21,0.0
sp_07,2025-04-18 08:36:21,0.0
wm_01,2025-04-18 08:36:21,0.0
tv_01,2025-04-18 08:36:21,0.0
B_01,2025-04-18 08:36:21,0.0
B_02,2025-04-18 08:36:21,0.0
B_03,2025-04-18 08:36:21,0.0
B_04,2025-04-18 08:36:21,0.0
B_05,2025-04-18 08:36:21,0.0
B_06,2025-04-18 08:36:21,0.0
B_07,2025-04-18 08:36:21,0.0
B_08,2025-04-18 08:36:21,0.0
B_09,2025-04-18 08:36:21,0.0
B_10,2025-04-18 08:36:21,0.0
ac_01,2025-04-18 09:06:21,0.0
ac_02,2025-04-18 09:06:21,179.3
ac_03,2025-04-18 09:06:21,427.67
ac_04,2025-04-18 09:06:21,258.91
mw_01,2025-04-18 09:06:21,0.0
rf_01,2025-04-18 09:06:21,72.56
dw_01,2025-04-18 09:06:21,0.0
sp_01,2025-04-18 09:06:21,0.0
sp_02,2025-04-18 09:06:21,0.0
sp_03,2025-04-18 09:06:21,0.0
sp_04,2025-04-18 09:06:21,0.0
sp_05,2025-04-18 09:06:21,0.0
sp_06,2025-04-18 09:06:21,0.0
sp_07,2025-04-18 09:06:21,0.0
wm_01,2025-04-18 09:06:21,0.0
tv_01,2025-04-18 09:06:21,0.0
B_01,2025-04-18 09:06:21,0.0
B_02,2025-04-18 09:06:21,0.0
B_03,2025-04-18 09:06:21,0.0
B_04,2025-04-18 09:06:21,0.0
B_05,2025-04-18 09:06:21,0.0
B_06,2025-04-18 09:06:21,0.0
B_07,2025-04-18 09:06:21,0.0
B_08,2025-04-18 09:06:21,0.0
B_09,2025-04-18 09:06:21,0.0
B_10,2025-04-18 09:06:21,0.0
ac_01,2025-04-18 09:36:21,0.0
ac_02,2025-04-18 09:36:21,136.9
ac_03,2025-04-18 09:36:21,368.98
ac_04,2025-04-18 09:36:21,266.65
mw_01,2025-04-18 09:36:21,0.0
rf_01,2025-04-18 09:36:21,57.85
dw_01,2025-04-18 09:36:21,0.0
sp_01,2025-04-18 09:36:21,93.48
sp_02,2025-04-18 09:36:21,0.0
sp_03,2025-04-18 09:36:21,0.0
sp_04,2025-04-18 09:36:21,207.43
sp_05,2025-04-18 09:36:21,0.0
sp_06,2025-04-18 09:36:21,0.0
sp_07,2025-04-18 09:36:21,0.0
wm_01,2025-04-18 09:36:21,0.0
tv_01,2025-04-18 09:36:21,0.0
B_01,2025-04-18 09:36:21,0.0
B_02,2025-04-18 09:36:21,0.0
B_03,2025-04-18 09:36:21,0.0
B_04,2025-04-18 09:36:21,0.0
B_05,2025-04-18 09:36:21,0.0
B_06,2025-04-18 09:36:21,0.0
B_07,2025-04-18 09:36:21,0.0
B_08,2025-04-18 09:36:21,0.0
B_09,2025-04-18 09:36:21,0.0
B_10,2025-04-18 09:36:21,0.0
ac_01,2025-04-18 10:06:21,0.0
ac_02,2025-04-18 10:06:21,0.0
ac_03,2025-04-18 10:06:21,471.63
ac_04,2025-04-18 10:06:21,226.9
mw_01,2025-04-18 10:06:21,0.0
rf_01,2025-04-18 10:06:21,65.65
dw_01,2025-04-18 10:06:21,0.0
sp_01,2025-04-18 10:06:21,0.0
sp_02,2025-04-18 10:06:21,0.0
sp_03,2025-04-18 10:06:21,0.0
sp_04,2025-04-18 10:06:21,86.02
sp_05,2025-04-18 10:06:21,0.0
sp_06,2025-04-18 10:06:21,0.0
sp_07,2025-04-18 10:06:21,0.0
wm_01,2025-04-18 10:06:21,0.0
tv_01,2025-04-18 10:06:21,0.0
B_01,2025-04-18 10:06:21,0.0
B_02,2025-04-18 10:06:21,0.0
B_03,2025-04-18 10:06:21,0.0
B_04,2025-04-18 10:06:21,0.0
B_05,2025-04-18 10:06:21,0.0
B_06,2025-04-18 10:06:21,0.0
B_07,2025-04-18 10:06:21,0.0
B_08,2025-04-18 10:06:21,0.0
B_09,2025-04-18 10:06:21,0.0
B_10,2025-04-18 10:06:21,0.0
ac_01,2025-04-18 10:36:21,0.0
ac_02,2025-04-18 10:36:21,0.0
ac_03,2025-04-18 10:36:21,414.33
ac_04,2025-04-18 10:36:21,223.52
mw_01,2025-04-18 10:36:21,0.0
rf_01,2025-04-18 10:36:21,60.04
dw_01,2025-04-18 10:36:21,0.0
sp_01,2025-04-18 10:36:21,0.0
sp_02,2025-04-18 10:36:21,0.0
sp_03,2025-04-18 10:36:21,0.0
sp_04,2025-04-18 10:36:21,0.0
sp_05,2025-04-18 10:36:21,195.63
sp_06,2025-04-18 10:36:21,0.0
sp_07,2025-04-18 10:36:21,0.0
wm_01,2025-04-18 10:36:21,0.0
tv_01,2025-04-18 10:36:21,0.0
B_01,2025-04-18 10:36:21,0.0
B_02,2025-04-18 10:36:21,0.0
B_03,2025-04-18 10:36:21,0.0
B_04,2025-04-18 10:36:21,0.0
B_05,2025-04-18 10:36:21,0.0
B_06,2025-04-18 10:36:21,0.0
B_07,2025-04-18 10:36:21,0.0
B_08,2025-04-18 10:36:21,0.0
B_09,2025-04-18 10:36:21,0.0
B_10,2025-04-18 10:36:21,0.0
ac_01,2025-04-18 11:06:21,0.0
ac_02,2025-04-18 11:06:21,0.0
ac_03,2025-04-18 11:06:21,504.76
ac_04,2025-04-18 11:06:21,242.02
mw_01,2025-04-18 11:06:21,0.0
rf_01,2025-04-18 11:06:21,57.0
dw_01,2025-04-18 11:06:21,0.0
sp_01,2025-04-18 11:06:21,0.0
sp_02,2025-04-18 11:06:21,234.24
sp_03,2025-04-18 11:06:21,0.0
sp_04,2025-04-18 11:06:21,0.0
sp_05,2025-04-18 11:06:21,0.0
sp_06,2025-04-18 11:06:21,0.0
sp_07,2025-04-18 11:06:21,0.0
wm_01,2025-04-18 11:06:21,0.0
tv_01,2025-04-18 11:06:21,0.0
B_01,2025-04-18 11:06:21,0.0
B_02,2025-04-18 11:06:21,0.0
B_03,2025-04-18 11:06:21,0.0
B_04,2025-04-18 11:06:21,0.0
B_05,2025-04-18 11:06:21,0.0
B_06,2025-04-18 11:06:21,0.0
B_07,2025-04-18 11:06:21,0.0
B_08,2025-04-18 11:06:21,0.0
B_09,2025-04-18 11:06:21,0.0
B_10,2025-04-18 11:06:21,0.0
ac_01,2025-04-18 11:36:21,0.0
ac_02,2025-04-18 11:36:21,0.0
ac_03,2025-04-18 11:36:21,320.11
ac_04,2025-04-18 11:36:21,274.05
mw_01,2025-04-18 11:36:21,0.0
rf_01,2025-04-18 11:36:21,72.57
dw_01,2025-04-18 11:36:21,0.0
sp_01,2025-04-18 11:36:21,0.0
sp_02,2025-04-18 11:36:21,129.83
sp_03,2025-04-18 11:36:21,0.0
sp_04,2025-04-18 11:36:21,0.0
sp_05,2025-04-18 11:36:21,0.0
sp_06,2025-04-18 11:36:21,125.21
sp_07,2025-04-18 11:36:21,0.0
wm_01,2025-04-18 11:36:21,0.0
tv_01,2025-04-18 11:36:21,0.0
B_01,2025-04-18 11:36:21,0.0
B_02,2025-04-18 11:36:21,0.0
B_03,2025-04-18 11:36:21,0.0
B_04,2025-04-18 11:36:21,0.0
B_05,2025-04-18 11:36:21,0.0
B_06,2025-04-18 11:36:21,0.0
B_07,2025-04-18 11:36:21,0.0
B_08,2025-04-18 11:36:21,0.0
B_09,2025-04-18 11:36:21,0.0
B_10,2025-04-18 11:36:21,0.0
ac_01,2025-04-18 12:06:21,382.97
ac_02,2025-04-18 12:06:21,431.24
ac_03,2025-04-18 12:06:21,468.88
ac_04,2025-04-18 12:06:21,301.93
mw_01,2025-04-18 12:06:21,0.0
rf_01,2025-04-18 12:06:21,61.98
dw_01,2025-04-18 12:06:21,0.0
sp_01,2025-04-18 12:06:21,162.46
sp_02,2025-04-18 12:06:21,0.0
sp_03,2025-04-18 12:06:21,0.0
sp_04,2025-04-18 12:06:21,0.0
sp_05,2025-04-18 12:06:21,189.6
sp_06,2025-04-18 12:06:21,0.0
sp_07,2025-04-18 12:06:21,0.0
wm_01,2025-04-18 12:06:21,0.0
tv_01,2025-04-18 12:06:21,0.0
B_01,2025-04-18 12:06:21,0.0
B_02,2025-04-18 12:06:21,0.0
B_03,2025-04-18 12:06:21,0.0
B_04,2025-04-18 12:06:21,0.0
B_05,2025-04-18 12:06:21,0.0
B_06,2025-04-18 12:06:21,0.0
B_07,2025-04-18 12:06:21,0.0
B_08,2025-04-18 12:06:21,0.0
B_09,2025-04-18 12:06:21,0.0
B_10,2025-04-18 12:06:21,0.0
ac_01,2025-04-18 12:36:21,299.13
ac_02,2025-04-18 12:36:21,0.0
ac_03,2025-04-18 12:36:21,500.97
ac_04,2025-04-18 12:36:21,316.41
mw_01,2025-04-18 12:36:21,0.0
rf_01,2025-04-18 12:36:21,52.89
dw_01,2025-04-18 12:36:21,0.0
sp_01,2025-04-18 12:36:21,0.0
sp_02,2025-04-18 12:36:21,0.0
sp_03,2025-04-18 12:36:21,150.08
sp_04,2025-04-18 12:36:21,0.0
sp_05,2025-04-18 12:36:21,0.0
sp_06,2025-04-18 12:36:21,0.0
sp_07,2025-04-18 12:36:21,0.0
wm_01,2025-04-18 12:36:21,0.0
tv_01,2025-04-18 12:36:21,0.0
B_01,2025-04-18 12:36:21,0.0
B_02,2025-04-18 12:36:21,0.0
B_03,2025-04-18 12:36:21,0.0
B_04,2025-04-18 12:36:21,0.0
B_05,2025-04-18 12:36:21,0.0
B_06,2025-04-18 12:36:21,0.0
B_07,2025-04-18 12:36:21,0.0
B_08,2025-04-18 12:36:21,0.0
B_09,2025-04-18 12:36:21,0.0
B_10,2025-04-18 12:36:21,0.0
ac_01,2025-04-18 13:06:21,459.94
ac_02,2025-04-18 13:06:21,281.67
ac_03,2025-04-18 13:06:21,536.78
ac_04,2025-04-18 13:06:21,345.43
mw_01,2025-04-18 13:06:21,0.0
rf_01,2025-04-18 13:06:21,56.25
dw_01,2025-04-18 13:06:21,0.0
sp_01,2025-04-18 13:06:21,0.0
sp_02,2025-04-18 13:06:21,0.0
sp_03,2025-04-18 13:06:21,0.0
sp_04,2025-04-18 13:06:21,0.0
sp_05,2025-04-18 13:06:21,0.0
sp_06,2025-04-18 13:06:21,0.0
sp_07,2025-04-18 13:06:21,0.0
wm_01,2025-04-18 13:06:21,0.0
tv_01,2025-04-18 13:06:21,0.0
B_01,2025-04-18 13:06:21,0.0
B_02,2025-04-18 13:06:21,0.0
B_03,2025-04-18 13:06:21,0.0
B_04,2025-04-18 13:06:21,0.0
B_05,2025-04-18 13:06:21,0.0
B_06,2025-04-18 13:06:21,0.0
